date,tic,open,high,low,close,volume,day,kdjk,kdjd,kdjj,rsi_6,rsi_12,rsi_24,amount,change,daily_variance
2008-09-08,600132.SH,8.9435,9.1271,8.4365,8.4802,11834.23,0,12.690637282187026,20.87949974621817,-3.687087645875259,12.248018398016868,14.33859657898347,15.023574843488461,100356.637246,-0.05463314544468294,0.08143675856701492
2008-09-09,600132.SH,8.5326,8.725,8.4802,8.5589,5881.38,1,11.238391764303138,17.665797085579825,-1.6164188782502364,17.54394877714779,17.841152265995902,17.815335521557756,50338.143282,0.0030728247788850325,0.028601806306885195
2008-09-10,600132.SH,8.6375,8.7862,8.5064,8.6288,6640.85,2,11.856665070802746,15.729419747320797,4.111155717766643,22.527259237043552,20.97206873637191,20.243790647106835,57302.56648,-0.0010082514370479399,0.032426293343222674
2008-09-11,600132.SH,8.655,8.7425,8.2616,8.4277,7300.34,3,11.273065105204589,14.243968199948727,5.331258915716315,18.638415135703156,18.731707891195384,18.59434335250249,61525.075418,-0.02697058509439107,0.05706183181650986
2008-09-12,600132.SH,8.2879,8.4977,8.2879,8.4015,4023.38,4,10.787891356686117,13.091942585527857,6.179788899002638,18.148607060420588,18.451559863289887,18.390631696618186,33802.427070000005,0.013521394988990052,0.024971731238469266
2008-09-16,600132.SH,8.3928,8.4365,7.8245,7.8332,15435.47,1,7.347665716229069,11.177183629094927,-0.3113701095026471,10.776896418337188,13.628495695763874,14.7364665842872,120909.123604,-0.07143951386406573,0.07812898942960744
2008-09-17,600132.SH,7.8682,7.9469,7.4398,7.5885,10945.6,2,7.363466024200452,9.905944427463435,2.278509217674486,8.907439637496111,12.13814905243936,13.52868903292034,83060.6856,-0.036858404164195835,0.06682480068524746
2008-09-18,600132.SH,7.5098,7.842,7.0377,7.6584,22757.01,3,14.568625325562957,11.460171393496609,20.785533189695656,14.020057393501432,15.033613833152643,15.59079051635085,174282.285384,0.019403530763605983,0.10502193669696014
2008-09-19,600132.SH,8.3928,8.4277,8.1305,8.4277,13775.42,4,31.88784204563709,18.269394944210102,59.12473624849107,50.62149552991269,39.12111488812502,33.73782422757597,116095.10713399999,0.004141106114361021,0.035264662956678586
2008-09-22,600132.SH,8.7425,9.2583,8.4627,8.69,42088.74,0,46.06116726606673,27.533319051495646,83.11686369520892,57.94619915704531,44.92828223812728,38.4460542698935,365751.15059999994,-0.006041426927502902,0.09155350978135793
2008-09-23,600132.SH,8.3316,8.4802,7.8245,7.8245,24658.45,1,42.518066597924815,32.528234900305364,62.497729993163716,36.50483098131606,33.444603286686146,30.889063234528336,192940.042025,-0.06480925298741139,0.08380088184548538
2008-09-24,600132.SH,7.4923,7.7633,7.4398,7.7108,18615.47,2,38.4492535613053,34.50190778730534,46.34394510930521,34.49281766494835,32.26279988467826,30.078603215849782,143540.166076,0.028336878144939525,0.04195414224205013
2008-09-25,600132.SH,7.7283,8.0081,7.7021,7.8507,20883.94,3,37.83674456099988,35.613520045203515,42.283193592592625,39.42261983606974,35.330173607496945,32.35730968471192,163953.54775799997,0.015590966410638523,0.038977416026596476
2008-09-26,600132.SH,7.8507,8.2004,7.8507,8.0693,27020.13,4,40.709800646118566,37.31228024550853,47.504841447338634,46.913583213513775,39.96432139220192,35.77026251217238,218033.535009,0.027090330016234412,0.043337092436766554
2008-10-06,600132.SH,7.8682,8.0256,7.6322,7.7458,14448.3,0,37.76912645674469,37.46456231592058,38.3782547383929,38.466365078136114,35.82040174962255,33.1847011045091,111913.64214,-0.015802112112370554,0.05078881458338721
2008-10-07,600132.SH,7.5185,7.6846,7.1776,7.536,16930.84,1,32.65937800890066,35.862834213580605,26.25246559954077,33.7386122413009,33.372219559841625,31.637151059756704,127590.81023999999,0.002322186836517938,0.06727707006369422
2008-10-08,600132.SH,7.4748,8.2879,7.3612,8.2879,49183.53,2,39.560201798471546,37.09529007521092,44.49002524499279,56.651627988857335,47.421769428812766,41.78909378410801,407628.178287,0.09810687870268708,0.11181360778966931
2008-10-09,600132.SH,8.4889,8.7162,8.0431,8.0518,50481.93,3,40.37837006202392,38.18965007081525,44.75581004444126,50.12095135349556,44.227140717198836,39.850094412426635,406470.403974,-0.054285998161901584,0.08359621451104099
2008-10-10,600132.SH,7.6934,7.842,7.4748,7.7108,32978.95,4,38.47054039491745,38.28328017884931,38.84506082705373,41.77458301017317,39.98321917582497,37.245554837094495,254294.08765999996,0.0022565751932355016,0.047621517871037966
2008-10-13,600132.SH,7.6584,7.7895,7.1688,7.7808,21936.41,0,38.83043135026291,38.465663902653844,39.55996624548105,44.06891567050154,41.24577277316534,38.11198827250376,170682.818928,0.015731030228254145,0.07977328809376931
2008-10-14,600132.SH,8.0518,8.3053,7.0814,7.9644,36649.02,1,43.8911953231424,40.27417437615003,51.125237217127136,50.240234548991836,44.581533045008605,40.36543255851083,291887.454888,-0.01097383355933902,0.15367133745165992
2008-10-15,600132.SH,7.9644,8.7599,7.8595,8.7599,125964.12,2,62.59413021542826,47.71415965590944,92.35407133446589,68.38009820193612,56.3068616219257,48.79497147389608,1103433.094788,0.09081153894450845,0.102786561490428
2008-10-16,600132.SH,8.5239,9.6167,8.4015,9.0047,190227.26,3,67.01636843376201,54.14822924852696,92.75264680423211,72.13171454967397,59.204489905982236,51.01825394568931,1712939.408122,0.05339433851211038,0.1349517474207913
2008-10-17,600132.SH,8.8998,9.1534,8.5414,8.9173,73894.92,4,68.81541931661388,59.03729260455593,88.37167274072979,68.64246493987977,57.71376529656908,50.20613020830831,658943.1701159999,0.0019624774315093467,0.06863063931907643
2008-10-20,600132.SH,8.8299,9.1621,8.4627,8.9523,71668.18,0,70.47495565111588,62.84984695340924,85.72517304652916,69.35483491442992,58.173847952674265,50.53515850751058,641595.0478139999,0.013672464059515317,0.07812517453615281
2008-10-21,600132.SH,8.9173,9.5118,8.8124,9.0047,101208.17,1,72.27025205755376,65.98998198812407,84.83079219641314,70.55653766948794,58.904123728155206,51.040564541891904,911349.208399,0.009706042400080024,0.0776705498239807
2008-10-22,600132.SH,8.8299,9.5555,8.6638,9.4593,112010.55,2,79.44405528379707,70.47467308668173,97.38281967802774,79.09199893198537,64.73195620595462,55.185728315640155,1059541.395615,0.06653769306396883,0.09426701764401173
2008-10-23,600132.SH,9.2495,10.0538,9.1359,9.5031,105923.87,3,80.12033147749482,73.68989255028609,92.98120933191228,79.77004463332351,65.24991818979257,55.56396934358796,1006605.1289969999,0.02668602876955946,0.09658953394155605
2008-10-24,600132.SH,9.4331,9.7478,9.2495,9.5817,59476.3,4,81.45262487859542,76.27746999305586,91.80293464967451,81.09059223863275,66.22109668229731,56.25533723558173,569884.06371,0.015508730183579122,0.052005385265662715
2008-10-27,600132.SH,9.3544,9.4856,8.6201,8.6201,80048.74,0,65.8559281687712,72.8036227182943,51.960539069725,41.40816272912319,48.23110670159678,46.933308570857754,690028.143674,-0.0851846266284613,0.10040486769295008
2008-10-28,600132.SH,8.3753,9.1359,8.3316,9.0397,69342.55,1,57.60929024590939,67.73884522749933,37.350180282729525,53.359428743671835,54.15921567103013,50.656386146708364,626835.849235,0.0734980143146344,0.08897419162140333
2008-10-29,600132.SH,9.0397,9.1883,8.6375,8.655,49688.89,2,44.665629102893625,60.04777318596409,13.901340936752689,43.57965996732537,48.593733077555456,47.470199291251625,430057.34294999996,-0.04444829578278458,0.06363951473136922
2008-10-30,600132.SH,8.7425,8.961,8.4802,8.6463,33958.18,3,35.86813240467751,51.98789292553523,3.6286113629620758,43.36397256065952,48.4708486887786,47.39984437900455,293612.61173400003,-0.011126146444143694,0.05560760093913007
2008-10-31,600132.SH,8.5764,9.5118,8.5764,9.4331,87960.79,4,45.23171820049377,49.73583468385473,36.22348523377184,63.15433343862021,58.7597954507953,53.85395441965173,829742.9281489999,0.09081850081097413,0.09916146335775086
2008-11-03,600132.SH,9.3107,10.0538,9.1971,9.7129,116113.51,0,56.889662480118574,52.12044394927601,66.4280995418037,67.93565457138064,61.724685662126646,55.86357139085603,1127798.9112789999,0.04140884802685076,0.0882022876792719
2008-11-04,600132.SH,9.6866,9.879,9.4069,9.6866,51191.49,1,64.15258650689435,56.13115813514878,80.1954432503855,66.95562796134217,61.2729821960941,55.62597062012155,495871.487034,0.0,0.048737431090372194
2008-11-05,600132.SH,9.844,10.1937,9.5468,10.0014,79748.69,2,72.65937430302276,61.640563524440104,94.69699586018807,72.62737413123276,64.65083862975862,57.86433791415297,797598.548166,0.015737796708460903,0.06468094466774656
2008-11-06,600132.SH,9.7741,9.7741,9.3107,9.3195,73481.66,3,66.12391775939662,63.135014936092276,72.1017234060053,50.22099040692914,53.60271665216672,51.94203253994214,684812.33037,-0.048779440957133005,0.049723697623263056
2008-11-07,600132.SH,9.0922,9.6866,9.0747,9.4331,44346.77,4,63.800493084786865,63.356840985657136,64.68779728304632,53.11276812810156,55.000276281449935,52.78212539330003,418327.51608699997,0.03613870307746123,0.06486732887385911
2008-11-10,600132.SH,9.5293,10.1413,9.4331,10.0189,93431.87,0,72.46654796256486,66.3934099779597,84.61282393177518,65.5108275126282,61.520555385489764,56.84170115446083,936084.562343,0.04886764016009753,0.07068640269889905
2008-11-11,600132.SH,9.9227,10.1937,9.7304,9.7828,86388.02,1,73.6509794509697,68.81259980229636,83.32773874831636,58.08278445695036,57.83596267668532,54.85814120965216,845116.722056,-0.014300609232530646,0.047358629431246704
2008-11-12,600132.SH,9.6167,10.0363,9.573,9.8615,47667.66,2,75.587184017005,71.07079454053257,84.61996296994985,59.90143857589914,58.73467726852237,55.399493778278824,470074.62909,0.024823809765248665,0.046980682451959674
2008-11-13,600132.SH,9.7041,10.4647,9.3981,10.3074,149435.31,3,79.95260709047332,74.03139872384615,91.79502382372766,69.03552947085501,63.538289513708406,58.352318949895256,1540289.5142939999,0.058530764305256326,0.10347905388361771
2008-11-14,600132.SH,10.2811,11.0767,10.1937,10.6133,150533.53,4,78.91945367803116,75.66075037524115,85.43686028361117,73.92521115547277,66.4602422341261,60.2368534832098,1597657.513949,0.0313003495613994,0.0831974974795776
2008-11-17,600132.SH,10.6571,11.068,10.456,10.9368,124011.42,0,83.61696512268344,78.31282195772191,94.2252514526065,78.27821035395601,69.29866316938558,62.1279359334415,1356288.0982559999,0.025574208177894818,0.05595786701777486
2008-11-18,600132.SH,10.8406,11.0592,9.9227,10.0101,113579.36,1,71.31906898954784,75.98157096833054,61.994065031982444,49.73611846908524,54.804674398911835,54.39511577440528,1136940.751536,-0.08296620413382491,0.11353532931738942
2008-11-19,600132.SH,9.9751,10.9106,9.8003,10.9106,96604.55,2,78.11381156079746,76.69231783248618,80.95679901742002,64.73150438915602,63.00667113377584,59.50572393118734,1054013.60323,0.08574230564771883,0.10176342272652288
2008-11-20,600132.SH,10.6483,11.5575,10.3423,11.304,136447.18,3,81.49608369126797,78.29357311874676,87.90110483631037,69.50144310093772,65.95151993486778,61.473841237866786,1542398.92272,0.058006015569709794,0.10750176928520871
2008-11-21,600132.SH,10.9805,12.4318,10.7357,12.0471,176629.38,4,83.43709421810541,80.00808015186631,90.29512235058363,76.65741926307683,70.7496510007884,64.84189567943204,2127871.8037980003,0.08853583019979921,0.14078906956860998
2008-11-24,600132.SH,12.1782,12.2832,11.3739,11.6275,109911.6,0,80.12066952993953,80.04560994455738,80.27078870070383,66.14179549635651,65.09867688298733,61.66548137696215,1277997.129,-0.04736185766501835,0.07820253708879811
2008-11-25,600132.SH,11.8723,11.9772,10.9368,11.2778,89844.88,1,74.06732706002077,78.05284898304518,66.09628321397196,58.16248770716266,60.69135695025695,59.14578173386441,1013252.587664,-0.052714181843976665,0.09225203497135967
2008-11-26,600132.SH,11.3215,11.7848,10.998,11.5051,68081.52,2,70.97299921678248,75.69289906095761,61.53319952843222,61.760680595630056,62.49196462593477,60.247469772016935,783284.6957520001,0.01595814030299608,0.06838706312852572
2008-11-27,600132.SH,12.152,12.2657,10.9718,11.033,135005.02,3,62.93000125124151,71.43859979105224,45.91280417162005,50.8588188832221,56.615826175162496,56.920792741914816,1489510.38566,-0.10142300371612434,0.11727544638810847
2008-11-28,600132.SH,10.8319,11.0942,10.1063,10.2112,118889.2,4,47.15822364751206,63.34514107653884,14.784388789458518,37.15782060445331,48.03806342195769,51.73221375343975,1214001.39904,-0.06078619554998427,0.09674670949545612
2008-12-01,600132.SH,10.0713,10.5784,10.0538,10.5521,71972.91,0,40.961901457578804,55.88406120355215,11.117581965632112,44.588491477685466,51.372105466624234,53.564413009681196,759465.343611,0.04556439002662964,0.04971522256233352
2008-12-02,600132.SH,10.3161,10.9281,10.1937,10.9106,91309.4,1,39.31802681977078,50.36204974229169,17.22998097472896,51.78327744359453,54.706180779694215,55.42131154302599,996240.33964,0.05448829578574964,0.06731068868806489
2008-12-03,600132.SH,10.9281,11.3652,10.8756,11.2166,79817.19,2,42.511429149821936,47.74517621146843,32.04393502652894,57.443083747398326,57.424323900887224,56.954449281602486,895277.493354,0.025720806661555115,0.04364959078508634
2008-12-04,600132.SH,11.2778,11.6799,10.9368,11.0505,118949.13,3,43.2433181264355,46.24455684979078,37.240840679724926,53.36296078312204,55.45371346279607,55.866184659217645,1314447.361065,-0.020569205013347778,0.06724582598072487
2008-12-05,600132.SH,11.0942,11.5313,11.0942,11.3827,63489.27,4,48.85540195122221,47.11483855026792,52.33652875313081,60.15527249459121,58.55668592846173,57.558611256929076,722679.313629,0.0253454804220439,0.03840037952331162
2008-12-08,600132.SH,11.5925,11.8897,11.3914,11.7411,91883.61,0,57.997879221757564,50.742518774097796,72.50860011707711,66.47630638539647,61.69688675693399,59.315014818687416,1078814.653371,0.012656395056681237,0.042440657178628806
2008-12-09,600132.SH,11.7236,11.7236,11.1729,11.2341,66490.98,1,56.45237399237624,52.64580384685728,64.06551428341416,52.37236106725183,55.23784365729703,55.90016820045017,746966.3184179999,-0.04357269385175489,0.04902039326692829
2008-12-10,600132.SH,11.1991,11.7411,11.0854,11.6887,67843.87,2,67.31881308444672,57.53680692605376,86.88282540123262,61.22426167277209,59.3958520972324,58.154216116283614,793006.643269,0.041886608433786575,0.05609691411363107
2008-12-11,600132.SH,11.6187,11.7586,11.1816,11.1991,55216.03,3,65.67373275295884,60.24911553502211,76.5229671888323,49.36649294860499,53.55137656925822,54.995237567916305,618369.841573,-0.03746729647918144,0.05152199730335473
2008-12-12,600132.SH,11.1029,11.2515,10.2374,10.4822,60318.71,4,49.4526929044883,56.65030799151084,35.057462730443234,36.83207821122609,46.27751271133847,50.780567367932214,632272.7819620001,-0.059214668676422826,0.09674495811947881
2008-12-15,600132.SH,10.6221,10.762,10.3511,10.5347,34211.47,0,38.966162111838486,50.75559269828672,15.387300938942019,38.210767975939916,46.85421626691287,51.06713247569497,360407.57300900004,-0.008296391923832554,0.03900443296914006
2008-12-16,600132.SH,10.5347,10.6483,10.0538,10.6133,35924.59,1,36.135946773108294,45.882377389893904,16.643085539537083,40.54220273501123,47.769949066731826,51.50819655595938,381278.451047,0.007405802153901216,0.056014623161504906
2008-12-17,600132.SH,10.6221,11.068,10.4822,10.7183,48267.09,2,36.15555846569329,42.640104415160366,23.186466566759137,43.933470950056574,49.049345211633614,52.10991974382781,517341.15074699995,0.008975303919464805,0.054654189563643395
2008-12-18,600132.SH,10.6483,10.9193,10.4298,10.8756,42637.18,3,39.02463452517977,41.43494778516683,34.20400800520565,49.14763998474752,51.01051609621138,53.02120246815049,463704.91480800003,0.020899996322041967,0.045009010997094374
2008-12-19,600132.SH,10.8669,11.1816,10.7707,11.1641,57379.82,4,47.725714429268905,43.53186999986752,56.113403288071666,57.787733575890066,54.513617599593246,54.67192965521846,640594.048462,0.026621044240019362,0.036805474691197666
2008-12-22,600132.SH,11.1029,11.54,11.033,11.4351,69161.84,0,58.825198638752404,48.629646212829144,79.21630349059893,64.57273153957858,57.619119948330585,56.18111174131292,790872.556584,0.02905090467070688,0.044337172390272024
2008-12-23,600132.SH,11.4177,11.4264,10.3336,10.3773,65114.19,1,45.54207673992846,47.60045638852891,41.42531744272756,36.83804932662852,44.64110586323402,49.47218322882607,675709.483887,-0.10025729235928421,0.10530677536546103
2008-12-24,600132.SH,10.2374,10.5696,10.1413,10.5609,47679.33,2,41.734909815135545,45.64527419739779,33.91418105061105,42.024485169765036,46.90548404348761,50.54186137376213,503536.63619700004,0.03063185902716634,0.040555255707373436
2008-12-25,600132.SH,10.5871,10.6571,10.3161,10.4997,28573.65,3,37.82417035269119,43.03823958249559,27.39603189308238,40.68807250132002,46.218035270383716,50.172416403618215,300014.75290500006,-0.008324047353733802,0.032477118393858806
2008-12-26,600132.SH,10.4472,10.5434,10.3336,10.3686,18266.05,4,32.27662583688586,39.45103500062568,17.92780750940622,37.613305581283825,44.68750249901829,49.3658140148072,189393.36603,-0.007580579827556254,0.020234168547344823
2008-12-29,600132.SH,10.3248,11.3215,10.2374,11.1816,74811.19,0,46.30981938373836,41.737296461663234,55.454865227888604,60.06892984092525,54.811185088545095,54.13701849713431,836508.802104,0.07662588538312941,0.09695392430421418
2008-12-30,600132.SH,11.304,11.54,11.033,11.1991,72678.12,1,56.08233567933789,46.51897620088812,75.20905463623743,60.43676538960413,55.00456873029191,54.23388178004828,813929.533692,-0.0093668241197954,0.045271495030850664
2008-12-31,600132.SH,11.1903,11.846,11.1117,11.4177,81365.76,2,62.34667199803182,51.79487479993602,83.45026639422345,65.2369115092449,57.48394485047758,55.46002824879314,929009.837952,0.019916445518799702,0.06431242719637048
2009-01-05,600132.SH,11.6799,11.9422,11.4963,11.8897,87253.2,0,73.926044977976,59.17193152594934,103.43427188202934,73.5514423209651,62.36830995816591,57.99555816138941,1037414.3720399999,0.017645525118379735,0.0375030488574144
2009-01-06,600132.SH,11.8023,12.0296,11.4788,11.8985,76923.1,1,80.30311240513058,66.21565848567641,108.4780202440389,73.69221732814907,62.456035190469954,58.0420265255841,915269.5053500001,0.008085052737740019,0.04629154935496076
2009-01-07,600132.SH,11.8023,13.0787,11.7236,12.458,135353.32,2,79.82509756447438,70.75213817860907,97.97101633620497,81.29011384606068,67.68153160953895,60.91094472222876,1686231.6605600002,0.052632846363782265,0.10877347888906728
2009-01-08,600132.SH,12.2307,12.764,12.152,12.4842,85230.49,3,79.57555806847594,73.69327814189802,91.34011792163179,81.58890734152648,67.90969764208161,61.041109908096985,1064034.483258,0.02030566636228184,0.04902196376219543
2009-01-09,600132.SH,12.5717,13.1924,12.5454,12.8689,89585.28,4,82.73452320188301,76.70702649522634,94.78951661519633,85.6318892791302,71.16997599044636,62.93231833305123,1152864.009792,0.023094436975965322,0.05027624738711144
2009-01-12,600132.SH,12.8077,13.0875,12.0646,12.3181,128620.84,0,78.62730198794456,77.34711832613242,81.18766931156884,62.17419194991061,61.42295535474617,58.67678241762539,1584364.3692039999,-0.03974638945941348,0.08304040395840268
2009-01-13,600132.SH,12.0908,12.222,11.6799,11.7761,90388.05,1,63.88898024536677,72.86107229921053,45.94479613767922,46.978100297578976,53.5501474785778,54.867161333270026,1064418.715605,-0.02672361817579676,0.046033916152206554
2009-01-14,600132.SH,11.9772,12.117,11.7761,12.1083,58979.05,2,58.55843424377521,68.09352628073209,39.48825016986146,55.057207893897235,57.21673278926413,56.666540150382325,714136.031115,0.010827283764029633,0.028154241305550845
2009-01-15,600132.SH,11.9335,12.2832,11.7848,12.117,54188.62,3,51.45336637104468,62.54680631083629,29.26648649146145,55.271395495352905,57.31300063819042,56.7137011972692,656603.5085400001,0.0151440125443592,0.041132293471981524
2009-01-16,600132.SH,12.2394,12.5454,12.1258,12.2307,62049.65,4,48.92837247643254,58.00732836603504,30.77046069722755,58.38195431684827,58.63984283298741,57.346749462385844,758910.6542550001,-0.0007113247810836063,0.03430711243019621
2009-01-19,600132.SH,12.3181,12.493,11.7499,11.846,61776.88,0,36.27952104489442,50.76472592565483,7.3091112833736105,45.527126187228234,52.6045638152077,54.53111744836782,731808.92048,-0.039853114975519105,0.06273003545500591
2009-01-20,600132.SH,11.9509,12.4318,11.8023,12.3793,57633.23,1,39.60012146794617,47.043191106418604,24.713982191001293,60.130644616534845,58.98798653157404,57.5463118418516,713459.0441390001,0.03460615705249892,0.05085101742424856
2009-01-22,600132.SH,12.5105,12.5629,12.0646,12.2132,43501.84,3,38.153249022707925,44.07987707851504,26.299992911093696,54.654413733503446,56.406710416675196,56.33225334149993,531296.672288,-0.02434251465627353,0.040800117905217335
2009-01-23,600132.SH,12.222,12.2657,11.8897,11.9335,34269.22,4,31.44099333350559,39.866915830178556,14.589148340159653,46.15963061612234,52.20975871555366,54.31863478431676,408951.73687,-0.024175640005027785,0.031507939833242654
2009-02-02,600132.SH,12.0384,12.3269,11.9597,12.2482,41534.32,0,42.41404085578365,40.71595750538025,45.81020755659044,55.498374276369645,56.20902777503288,56.158529109125425,508720.658224,0.017129047533515237,0.029979915416142814
2009-02-03,600132.SH,12.2657,12.4755,12.1433,12.4493,55287.21,1,56.9517139940566,46.12787633493903,78.59938931229172,60.722576598204526,58.62285304947678,57.305171033533846,688287.0634529999,0.014747817146345453,0.02668423124191724
2009-02-04,600132.SH,12.5891,12.8077,12.3444,12.6503,67370.22,2,66.34116283034791,52.86563850007532,93.2922114908931,65.57034647975289,60.96873634501944,58.438869210141135,852253.494066,0.004837829932886926,0.03662363738409368
2009-02-05,600132.SH,12.5891,13.1836,12.5017,12.8164,90484.98,3,69.02342430999965,58.25156710338343,90.5671387232321,69.32475762009821,62.86663202893726,59.36919398909314,1159691.697672,0.017735089416684842,0.053205268250054664
2009-02-06,600132.SH,12.8339,13.2273,12.764,13.1924,95835.43,4,78.56153019971728,65.02155480216138,105.6414809948291,76.33477723366792,66.84754099345889,61.40965148290679,1264299.3267319999,0.02717473696977043,0.035118704708771736
2009-02-09,600132.SH,13.376,13.4197,12.9913,13.1312,89993.23,0,79.76193023577869,69.93501328003381,99.41576414726845,73.07315317927376,65.59881814536328,60.8902930810499,1181719.1017759999,-0.01864262215182159,0.03262458876568782
2009-02-10,600132.SH,13.1137,13.2448,12.9214,13.2099,71587.21,1,81.93714739030123,73.93572465012295,97.93999287065782,74.73875348570579,66.47729741409114,61.32914801505202,945659.885379,0.0072824169751473985,0.02448163877092177
2009-02-11,600132.SH,13.1049,14.3201,12.9563,13.9442,144765.46,2,82.80256830628377,76.89133920217655,94.62502651449822,85.07523645568764,73.39306461569359,65.13781679818572,2018638.527332,0.06018989974326241,0.0978041049325167
2009-02-12,600132.SH,13.9879,15.037,13.7431,14.9846,167548.07,3,87.967448401505,80.5833756019527,102.73559400060958,91.19849849782379,79.82599489191725,69.56896620243344,2510640.8097220003,0.06651495535416364,0.08634865128198288
2009-02-13,600132.SH,14.8185,15.4742,14.6873,15.1857,126755.53,4,89.09119134579703,83.41931418323414,100.43494567092281,91.96329579317847,80.8046085021542,70.32960807355934,1924871.4519210001,0.024180643631837875,0.05181848712933874
2009-02-16,600132.SH,15.0021,15.4742,14.8884,15.2031,97024.56,0,89.84016245427301,85.55959694024709,98.40129348232486,92.03515547705521,80.89209839003263,70.39641606225464,1475074.0881359999,0.013220987824851428,0.03853161526267663
2009-02-17,600132.SH,15.107,15.1245,14.4863,14.6086,101355.05,1,83.52001859160671,84.8797374907003,80.80058079341956,67.3461353552794,69.14541080148432,65.16515311186804,1480655.38343,-0.03411689005106582,0.043686595566994744
2009-02-18,600132.SH,14.3289,14.9146,14.2065,14.5999,124995.4,2,78.26014178214953,82.67320558785003,69.43401417074853,67.03036574426937,68.985483362275,65.0912896469141,1824920.3404599999,0.01856177097103398,0.04850033219405612
2009-02-19,600132.SH,14.9059,16.0599,14.9059,15.8151,162480.41,3,82.90679305045431,82.75106807538478,83.21824300059336,81.53892699003184,77.06761494251018,70.04074274131676,2569643.932191,0.057489361433060715,0.07296823921442154
2009-02-20,600132.SH,15.7452,17.0128,15.649,16.4533,100200.11,4,84.04618681244052,83.18277432107001,85.77301179518156,85.5471653290311,80.0466422767171,72.20072102401117,1648622.4698629999,0.04303695915105166,0.08288914685807708
2009-02-23,600132.SH,16.3571,17.2226,16.1823,16.8642,57858.98,0,86.56388389594653,84.30981084602885,91.07202999578186,87.62332672592481,81.71499631611316,73.48503764862514,975745.4105160001,0.030069614923921753,0.061686887015096975
2009-02-24,600132.SH,16.6544,16.9604,15.885,15.9113,75311.09,1,78.48043952980714,82.36668707395495,70.70794444151153,62.59877348715477,67.44776945520306,66.0956868616148,1198297.346317,-0.04670265785950854,0.06758718646496516
2009-02-25,600132.SH,16.1036,16.6806,15.6053,16.5757,77144.6,2,78.50421707190331,81.07919707327106,73.3542570691678,69.81219986988526,71.26400287721673,68.40702551445804,1278725.74622,0.028481451763726483,0.06487207176770807
2009-02-26,600132.SH,16.8992,18.1843,15.6315,16.1561,156285.22,3,68.67348361215025,76.94395925289746,52.132532330655835,60.909389770907865,65.938193257878,65.46590338880456,2524959.642842,-0.04599501117225085,0.15800843025235048
2009-02-27,600132.SH,15.9288,16.7855,14.8797,16.7331,116702.32,4,66.95482982425985,73.61424944335158,53.63599058607639,67.70531276240665,69.37190835029443,67.47261620718467,1952791.590792,0.04806640730050018,0.1138940184424882
2009-03-02,600132.SH,16.7418,18.4029,16.5232,18.4029,231193.69,0,77.96988654950655,75.06612847873657,83.77740269104652,79.86282006670511,76.76616708580185,72.32824880750806,4254634.357701,0.09026294768759259,0.10214151030544098
2009-03-03,600132.SH,18.0095,18.8225,17.7035,18.4029,157078.07,1,81.76586329298878,77.29937341682064,90.69884304532505,79.86282006670511,76.76616708580185,72.32824880750806,2890692.014403,0.021377065571187136,0.06080563389465809
